"id","id_first","id_second","weight"
"544833568-1383558112",544833568,-1383558112,1
"5448335681961038872",544833568,1961038872,1
"544833568231430176",544833568,231430176,1
"544833568231430230",544833568,231430230,1
"544833568913079378",544833568,913079378,1
"544833568-705854446",544833568,-705854446,1
"544833568-817909744",544833568,-817909744,1
"1961038872389229587",1961038872,389229587,1
"1961038872-1383558112",1961038872,-1383558112,1
"1961038872544833568",1961038872,544833568,1
"1961038872231430176",1961038872,231430176,1
"1961038872231430230",1961038872,231430230,1
"1961038872913079378",1961038872,913079378,1
"1961038872-705854446",1961038872,-705854446,1
"1961038872-817909744",1961038872,-817909744,1
"231430176389229587",231430176,389229587,1
"231430176544833568",231430176,544833568,1
"2314301761961038872",231430176,1961038872,1
"231430176913079378",231430176,913079378,1
"231430176-705854446",231430176,-705854446,1
"231430176-817909744",231430176,-817909744,1
"231430230389229587",231430230,389229587,1
"231430230544833568",231430230,544833568,1
"2314302301961038872",231430230,1961038872,1
"231430230913079378",231430230,913079378,1
"231430230-705854446",231430230,-705854446,1
"231430230-817909744",231430230,-817909744,1
"913079378389229587",913079378,389229587,1
"913079378-1383558112",913079378,-1383558112,1
"913079378544833568",913079378,544833568,1
"9130793781961038872",913079378,1961038872,1
"913079378231430176",913079378,231430176,1
"913079378231430230",913079378,231430230,1
"913079378-705854446",913079378,-705854446,1
"913079378-817909744",913079378,-817909744,1
"-705854446389229587",-705854446,389229587,1
"-705854446-1383558112",-705854446,-1383558112,1
"-705854446544833568",-705854446,544833568,1
"-7058544461961038872",-705854446,1961038872,1
"-705854446231430176",-705854446,231430176,1
"-705854446231430230",-705854446,231430230,1
"-705854446913079378",-705854446,913079378,1
"-705854446-817909744",-705854446,-817909744,1
"-817909744389229587",-817909744,389229587,1
"-817909744-1383558112",-817909744,-1383558112,1
"-817909744544833568",-817909744,544833568,1
"19555512521965872146",1955551252,1965872146,5
"-9423554361965872146",-942355436,1965872146,3
"19658721541955551252",1965872154,1955551252,5
"1955551260165934166",1955551260,165934166,3
"1659341661965872154",165934166,1965872154,3
"165934166-942355427",165934166,-942355427,3
"165934166818478098",165934166,818478098,3
"1659341661955551252",165934166,1955551252,3
"1659341661965872146",165934166,1965872146,3
"19555512601983882272",1955551260,1983882272,3
"-9423554361955551260",-942355436,1955551260,3
"-9423554271983882272",-942355427,1983882272,3
"-942355436165934166",-942355436,165934166,3
"1965872154-942355427",1965872154,-942355427,3
"1965872154818478098",1965872154,818478098,3
"19555512521965872154",1955551252,1965872154,3
"-9423554271965872146",-942355427,1965872146,3
"-9423554361965872154",-942355436,1965872154,3
"19658721461955551252",1965872146,1955551252,3
"-9423554271955551252",-942355427,1955551252,3
"-942355436-942355427",-942355436,-942355427,3
"8184780981965872146",818478098,1965872146,3
"8184780981983882272",818478098,1983882272,3
"-942355436818478098",-942355436,818478098,3
"19555512521983882272",1955551252,1983882272,3
"-963808631955551252",-96380863,1955551252,3
"19658721461983882272",1965872146,1983882272,3
"-963808631965872146",-96380863,1965872146,3
"-9423554361983882272",-942355436,1983882272,3
"19555512601955551252",1955551260,1955551252,1
"-8179097441961038872",-817909744,1961038872,1
"-817909744231430176",-817909744,231430176,1
"-817909744231430230",-817909744,231430230,1
"-817909744913079378",-817909744,913079378,1
"-817909744-705854446",-817909744,-705854446,1
"2104577056-2117976048",2104577056,-2117976048,1
"21045770561095025696",2104577056,1095025696,1
"2104577056-434598879",2104577056,-434598879,1
"21045770561298837537",2104577056,1298837537,1
"21045770561857578020",2104577056,1857578020,1
"1876058144-2117976048",1876058144,-2117976048,1
"18760581441095025696",1876058144,1095025696,1
"1876058144-434598879",1876058144,-434598879,1
"18760581441298837537",1876058144,1298837537,1
"18760581441857578020",1876058144,1857578020,1
"-21179760482104577056",-2117976048,2104577056,1
"-21179760481876058144",-2117976048,1876058144,1
"-21179760481095025696",-2117976048,1095025696,1
"-2117976048-1681439712",-2117976048,-1681439712,1
"-2117976048657056800",-2117976048,657056800,1
"-21179760481298837537",-2117976048,1298837537,1
"-21179760481857578020",-2117976048,1857578020,1
"10950256962104577056",1095025696,2104577056,1
"10950256961876058144",1095025696,1876058144,1
"1095025696-2117976048",1095025696,-2117976048,1
"1095025696-1681439712",1095025696,-1681439712,1
"1095025696657056800",1095025696,657056800,1
"1095025696-434598879",1095025696,-434598879,1
"10950256961298837537",1095025696,1298837537,1
"10950256961857578020",1095025696,1857578020,1
"-1681439712-2117976048",-1681439712,-2117976048,1
"-16814397121095025696",-1681439712,1095025696,1
"-1681439712-434598879",-1681439712,-434598879,1
"-16814397121298837537",-1681439712,1298837537,1
"-16814397121857578020",-1681439712,1857578020,1
"657056800-2117976048",657056800,-2117976048,1
"6570568001095025696",657056800,1095025696,1
"657056800-434598879",657056800,-434598879,1
"6570568001298837537",657056800,1298837537,1
"6570568001857578020",657056800,1857578020,1
"-4345988792104577056",-434598879,2104577056,1
"-4345988791876058144",-434598879,1876058144,1
"-4345988791095025696",-434598879,1095025696,1
"-434598879-1681439712",-434598879,-1681439712,1
"-434598879657056800",-434598879,657056800,1
"-4345988791298837537",-434598879,1298837537,1
"-4345988791857578020",-434598879,1857578020,1
"12988375372104577056",1298837537,2104577056,1
"12988375371876058144",1298837537,1876058144,1
"1298837537-2117976048",1298837537,-2117976048,1
"12988375371095025696",1298837537,1095025696,1
"1298837537-1681439712",1298837537,-1681439712,1
"1298837537657056800",1298837537,657056800,1
"1298837537-434598879",1298837537,-434598879,1
"18575780202104577056",1857578020,2104577056,1
"18575780201876058144",1857578020,1876058144,1
"1857578020-2117976048",1857578020,-2117976048,1
"18575780201095025696",1857578020,1095025696,1
"1857578020-1681439712",1857578020,-1681439712,1
"1857578020657056800",1857578020,657056800,1
"1857578020-434598879",1857578020,-434598879,1
"-862970851-1741709278",-862970851,-1741709278,1
"-332235747-1741709278",-332235747,-1741709278,1
"1118076949-1741709278",1118076949,-1741709278,1
"1118076949-862970851",1118076949,-862970851,1
"1118076949-332235747",1118076949,-332235747,1
"-951380966-862970851",-951380966,-862970851,1
"-951380966-332235747",-951380966,-332235747,1
"-9513809661118076949",-951380966,1118076949,1
"1118076944-1741709278",1118076944,-1741709278,1
"11180769441118076949",1118076944,1118076949,1
"1118076944-951380966",1118076944,-951380966,1
"1955551256-862970851",1955551256,-862970851,1
"1955551256-332235747",1955551256,-332235747,1
"19555512561118076949",1955551256,1118076949,1
"19555512561118076944",1955551256,1118076944,1
"-951380974-1741709278",-951380974,-1741709278,1
"-9513809741118076949",-951380974,1118076949,1
"1955551253-862970851",1955551253,-862970851,1
"1955551253-332235747",1955551253,-332235747,1
"19555512531118076949",1955551253,1118076949,1
"19555512531118076944",1955551253,1118076944,1
"1955551253-951380974",1955551253,-951380974,1
"1965872146-1741709278",1965872146,-1741709278,1
"19658721461118076949",1965872146,1118076949,1
"1965872146-951380966",1965872146,-951380966,1
"19658721461955551256",1965872146,1955551256,1
"19658721461955551253",1965872146,1955551253,1
"1191216162-1795513326",1191216162,-1795513326,1
"-1795513310-1795513326",-1795513310,-1795513326,1
"-17955133261191216162",-1795513326,1191216162,1
"-1795513326-1795513310",-1795513326,-1795513310,1
"-1795513326-2142560224",-1795513326,-2142560224,1
"-1795513326-375483373",-1795513326,-375483373,1
"19555512531965872146",1955551253,1965872146,3
"-8629708511118076949",-862970851,1118076949,3
"11180769491118076944",1118076949,1118076944,3
"1118076949-951380974",1118076949,-951380974,3
"11180769491965872146",1118076949,1965872146,3
"-3322357471118076949",-332235747,1118076949,3
"-332235747-951380966",-332235747,-951380966,3
"-3322357471955551253",-332235747,1955551253,3
"-1741709278-332235747",-1741709278,-332235747,3
"1118076949-951380966",1118076949,-951380966,3
"11180769441955551256",1118076944,1955551256,3
"11180769491955551253",1118076949,1955551253,3
"-17417092781118076949",-1741709278,1118076949,3
"-9513809661118076944",-951380966,1118076944,3
"-1741709278-951380974",-1741709278,-951380974,3
"11180769441955551253",1118076944,1955551253,3
"-9513809661965872146",-951380966,1965872146,3
"-862970851-951380966",-862970851,-951380966,3
"19555512561965872146",1955551256,1965872146,3
"-17417092781118076944",-1741709278,1118076944,3
"-9513809741955551253",-951380974,1955551253,3
"-3322357471955551256",-332235747,1955551256,3
"-8629708511955551253",-862970851,1955551253,3
"-17417092781965872146",-1741709278,1965872146,3
"-17955133262109169688",-1795513326,2109169688,1
"-1795513326278873104",-1795513326,278873104,1
"-2142560224-1795513326",-2142560224,-1795513326,1
"-375483373-1795513326",-375483373,-1795513326,1
"2109169688-1795513326",2109169688,-1795513326,1
"278873104-1795513326",278873104,-1795513326,1
"-6605588321408247824",-660558832,1408247824,1
"-66055883217370139",-660558832,17370139,1
"-6605588321655828498",-660558832,1655828498,1
"-6605588321653988368",-660558832,1653988368,1
"-660558832-153714672",-660558832,-153714672,1
"-660558832-61409247",-660558832,-61409247,1
"-6605588321119289360",-660558832,1119289360,1
"-660558832-1538282475",-660558832,-1538282475,1
"-6605588321591323666",-660558832,1591323666,1
"-6605588322032027669",-660558832,2032027669,1
"1408247824-660558832",1408247824,-660558832,1
"140824782417370139",1408247824,17370139,1
"14082478241655828498",1408247824,1655828498,1
"1408247824-1538282475",1408247824,-1538282475,1
"14082478241591323666",1408247824,1591323666,1
"14082478242032027669",1408247824,2032027669,1
"17370139-660558832",17370139,-660558832,1
"173701391408247824",17370139,1408247824,1
"173701391655828498",17370139,1655828498,1
"173701391653988368",17370139,1653988368,1
"17370139-153714672",17370139,-153714672,1
"17370139-61409247",17370139,-61409247,1
"173701391119289360",17370139,1119289360,1
"1737013917370128",17370139,17370128,1
"17370139-1538282475",17370139,-1538282475,1
"173701391591323666",17370139,1591323666,1
"173701392032027669",17370139,2032027669,1
"1655828498-660558832",1655828498,-660558832,1
"16558284981408247824",1655828498,1408247824,1
"165582849817370139",1655828498,17370139,1
"16558284981653988368",1655828498,1653988368,1
"1655828498-153714672",1655828498,-153714672,1
"1655828498-61409247",1655828498,-61409247,1
"16558284981119289360",1655828498,1119289360,1
"165582849817370128",1655828498,17370128,1
"1655828498-1538282475",1655828498,-1538282475,1
"16558284981591323666",1655828498,1591323666,1
"16558284982032027669",1655828498,2032027669,1
"1653988368-660558832",1653988368,-660558832,1
"165398836817370139",1653988368,17370139,1
"16539883681655828498",1653988368,1655828498,1
"1653988368-1538282475",1653988368,-1538282475,1
"16539883681591323666",1653988368,1591323666,1
"16539883682032027669",1653988368,2032027669,1
"-153714672-660558832",-153714672,-660558832,1
"-15371467217370139",-153714672,17370139,1
"-1537146721655828498",-153714672,1655828498,1
"-153714672-1538282475",-153714672,-1538282475,1
"-1537146721591323666",-153714672,1591323666,1
"-1537146722032027669",-153714672,2032027669,1
"-61409247-660558832",-61409247,-660558832,1
"-6140924717370139",-61409247,17370139,1
"-614092471655828498",-61409247,1655828498,1
"-61409247-1538282475",-61409247,-1538282475,1
"-614092471591323666",-61409247,1591323666,1
"-614092472032027669",-61409247,2032027669,1
"1119289360-660558832",1119289360,-660558832,1
"111928936017370139",1119289360,17370139,1
"11192893601655828498",1119289360,1655828498,1
"1119289360-1538282475",1119289360,-1538282475,1
"11192893601591323666",1119289360,1591323666,1
"11192893602032027669",1119289360,2032027669,1
"1737012817370139",17370128,17370139,1
"173701281655828498",17370128,1655828498,1
"17370128-1538282475",17370128,-1538282475,1
"173701281591323666",17370128,1591323666,1
"173701282032027669",17370128,2032027669,1
"-1538282475-660558832",-1538282475,-660558832,1
"-15382824751408247824",-1538282475,1408247824,1
"-153828247517370139",-1538282475,17370139,1
"-15382824751655828498",-1538282475,1655828498,1
"-15382824751653988368",-1538282475,1653988368,1
"-1538282475-153714672",-1538282475,-153714672,1
"-1538282475-61409247",-1538282475,-61409247,1
"-15382824751119289360",-1538282475,1119289360,1
"-153828247517370128",-1538282475,17370128,1
"-15382824751591323666",-1538282475,1591323666,1
"-15382824752032027669",-1538282475,2032027669,1
"1591323666-660558832",1591323666,-660558832,1
"15913236661408247824",1591323666,1408247824,1
"159132366617370139",1591323666,17370139,1
"15913236661655828498",1591323666,1655828498,1
"15913236661653988368",1591323666,1653988368,1
"1591323666-153714672",1591323666,-153714672,1
"1591323666-61409247",1591323666,-61409247,1
"15913236661119289360",1591323666,1119289360,1
"159132366617370128",1591323666,17370128,1
"1591323666-1538282475",1591323666,-1538282475,1
"2032027669-660558832",2032027669,-660558832,1
"20320276691408247824",2032027669,1408247824,1
"203202766917370139",2032027669,17370139,1
"20320276691655828498",2032027669,1655828498,1
"20320276691653988368",2032027669,1653988368,1
"2032027669-153714672",2032027669,-153714672,1
"2032027669-61409247",2032027669,-61409247,1
"20320276691119289360",2032027669,1119289360,1
"203202766917370128",2032027669,17370128,1
"2032027669-1538282475",2032027669,-1538282475,1
"19658721541983882272",1965872154,1983882272,3
"1955551260818478104",1955551260,818478104,1
"19555512521955551260",1955551252,1955551260,1
"-469707744731882526",-469707744,731882526,1
"-469707744-2124979181",-469707744,-2124979181,1
"-469707744-2124979168",-469707744,-2124979168,1
"-469707744-886396894",-469707744,-886396894,1
"-469707744-1579545568",-469707744,-1579545568,1
"-469707744975172628",-469707744,975172628,1
"-469707744731882512",-469707744,731882512,1
"731882526-469707744",731882526,-469707744,1
"731882526-2124979181",731882526,-2124979181,1
"731882526-886396894",731882526,-886396894,1
"731882526-1579545568",731882526,-1579545568,1
"731882526975172628",731882526,975172628,1
"731882526731882512",731882526,731882512,1
"-2124979181-469707744",-2124979181,-469707744,1
"-2124979181731882526",-2124979181,731882526,1
"-2124979181-2124979168",-2124979181,-2124979168,1
"-2124979181-886396894",-2124979181,-886396894,1
"-2124979181-1579545568",-2124979181,-1579545568,1
"-2124979168-469707744",-2124979168,-469707744,1
"-2124979168-2124979181",-2124979168,-2124979181,1
"-2124979168-886396894",-2124979168,-886396894,1
"-2124979168-1579545568",-2124979168,-1579545568,1
"-886396894-469707744",-886396894,-469707744,1
"-886396894-2124979181",-886396894,-2124979181,1
"-886396894-2124979168",-886396894,-2124979168,1
"-886396894-1579545568",-886396894,-1579545568,1
"-1579545568-469707744",-1579545568,-469707744,1
"-1579545568-2124979181",-1579545568,-2124979181,1
"-1579545568-2124979168",-1579545568,-2124979168,1
"975172628-469707744",975172628,-469707744,1
"975172628-2124979168",975172628,-2124979168,1
"731882512-469707744",731882512,-469707744,1
"731882512-2124979168",731882512,-2124979168,1
"2088899391653988373",208889939,1653988373,1
"208889939638534680",208889939,638534680,1
"208889939698081296",208889939,698081296,1
"208889939-641234920",208889939,-641234920,1
"1653988373208889939",1653988373,208889939,1
"1653988373638534680",1653988373,638534680,1
"1653988373698081296",1653988373,698081296,1
"1653988373-2127834026",1653988373,-2127834026,1
"1653988373-641234920",1653988373,-641234920,1
"698081306208889939",698081306,208889939,1
"698081306638534680",698081306,638534680,1
"698081306698081296",698081306,698081296,1
"698081306-2127834026",698081306,-2127834026,1
"638534680208889939",638534680,208889939,1
"638534680698081306",638534680,698081306,1
"638534680698081296",638534680,698081296,1
"638534680-2127834026",638534680,-2127834026,1
"638534680-641234920",638534680,-641234920,1
"-151057384208889939",-151057384,208889939,1
"-151057384698081306",-151057384,698081306,1
"-151057384698081296",-151057384,698081296,1
"-151057384-2127834026",-151057384,-2127834026,1
"-151057384-641234920",-151057384,-641234920,1
"698081296208889939",698081296,208889939,1
"698081296698081306",698081296,698081306,1
"698081296-151057384",698081296,-151057384,1
"698081296-2127834026",698081296,-2127834026,1
"698081296-641234920",698081296,-641234920,1
"-1976659947208889939",-1976659947,208889939,1
"-1976659947698081306",-1976659947,698081306,1
"-1976659947-151057384",-1976659947,-151057384,1
"-1976659947-2127834026",-1976659947,-2127834026,1
"-1976659947-641234920",-1976659947,-641234920,1
"-2127834026698081306",-2127834026,698081306,1
"-2127834026-151057384",-2127834026,-151057384,1
"-2127834026-1976659947",-2127834026,-1976659947,1
"-2127834026-641234920",-2127834026,-641234920,1
"3222606208889939",3222606,208889939,1
"3222606698081306",3222606,698081306,1
"3222606-151057384",3222606,-151057384,1
"3222606-1976659947",3222606,-1976659947,1
"3222606-641234920",3222606,-641234920,1
"-641234920208889939",-641234920,208889939,1
"-641234920-151057384",-641234920,-151057384,1
"-641234920-1976659947",-641234920,-1976659947,1
"-6412349203222606",-641234920,3222606,1
"-2109064171208889939",-2109064171,208889939,1
"-2109064171698081306",-2109064171,698081306,1
"-2109064171-151057384",-2109064171,-151057384,1
"-2109064171-1976659947",-2109064171,-1976659947,1
"-21090641713222606",-2109064171,3222606,1
"-1741709278-862970851",-1741709278,-862970851,3
"-2124979168975172628",-2124979168,975172628,1
"-2124979168731882512",-2124979168,731882512,1
"-886396894731882526",-886396894,731882526,1
"-886396894975172628",-886396894,975172628,1
"-886396894731882512",-886396894,731882512,1
"-1579545568731882526",-1579545568,731882526,1
"-1579545568-886396894",-1579545568,-886396894,1
"-1579545568975172628",-1579545568,975172628,1
"-1579545568731882512",-1579545568,731882512,1
"975172628731882526",975172628,731882526,1
"975172628-886396894",975172628,-886396894,1
"975172628-1579545568",975172628,-1579545568,1
"731882512731882526",731882512,731882526,1
"731882512-886396894",731882512,-886396894,1
"731882512-1579545568",731882512,-1579545568,1
"208889939698081306",208889939,698081306,1
"208889939-151057384",208889939,-151057384,1
"208889939-1976659947",208889939,-1976659947,1
"2088899393222606",208889939,3222606,1
"208889939-2109064171",208889939,-2109064171,1
"1653988373698081306",1653988373,698081306,1
"1653988373-151057384",1653988373,-151057384,1
"1653988373-1976659947",1653988373,-1976659947,1
"16539883733222606",1653988373,3222606,1
"1653988373-2109064171",1653988373,-2109064171,1
"6980813061653988373",698081306,1653988373,1
"698081306-151057384",698081306,-151057384,1
"698081306-1976659947",698081306,-1976659947,1
"6980813063222606",698081306,3222606,1
"698081306-2109064171",698081306,-2109064171,1
"6385346801653988373",638534680,1653988373,1
"638534680-151057384",638534680,-151057384,1
"638534680-1976659947",638534680,-1976659947,1
"6385346803222606",638534680,3222606,1
"638534680-2109064171",638534680,-2109064171,1
"-1510573841653988373",-151057384,1653988373,1
"-151057384638534680",-151057384,638534680,1
"-151057384-1976659947",-151057384,-1976659947,1
"-1510573843222606",-151057384,3222606,1
"-151057384-2109064171",-151057384,-2109064171,1
"6980812961653988373",698081296,1653988373,1
"698081296638534680",698081296,638534680,1
"698081296-1976659947",698081296,-1976659947,1
"6980812963222606",698081296,3222606,1
"698081296-2109064171",698081296,-2109064171,1
"-19766599471653988373",-1976659947,1653988373,1
"-1976659947638534680",-1976659947,638534680,1
"-1976659947698081296",-1976659947,698081296,1
"-19766599473222606",-1976659947,3222606,1
"-1976659947-2109064171",-1976659947,-2109064171,1
"-21278340261653988373",-2127834026,1653988373,1
"-2127834026638534680",-2127834026,638534680,1
"-2127834026698081296",-2127834026,698081296,1
"-21278340263222606",-2127834026,3222606,1
"-2127834026-2109064171",-2127834026,-2109064171,1
"32226061653988373",3222606,1653988373,1
"3222606638534680",3222606,638534680,1
"3222606698081296",3222606,698081296,1
"3222606-2127834026",3222606,-2127834026,1
"3222606-2109064171",3222606,-2109064171,1
"-6412349201653988373",-641234920,1653988373,1
"-641234920638534680",-641234920,638534680,1
"-641234920698081296",-641234920,698081296,1
"-641234920-2127834026",-641234920,-2127834026,1
"-641234920-2109064171",-641234920,-2109064171,1
"-21090641711653988373",-2109064171,1653988373,1
"-2109064171638534680",-2109064171,638534680,1
"-2109064171698081296",-2109064171,698081296,1
"-2109064171-2127834026",-2109064171,-2127834026,1
"-2109064171-641234920",-2109064171,-641234920,1
"-8629708511955551256",-862970851,1955551256,3
"11180769491955551256",1118076949,1955551256,3
"856165400-1514048480",856165400,-1514048480,1
"8561654001612935201",856165400,1612935201,1
"856165400-2074081262",856165400,-2074081262,1
"8561654001329505309",856165400,1329505309,1
"856165400-587913198",856165400,-587913198,1
"856165400-2048203758",856165400,-2048203758,1
"856165400-1570044910",856165400,-1570044910,1
"8561654001348172832",856165400,1348172832,1
"856165400-615263203",856165400,-615263203,1
"8561654001308590097",856165400,1308590097,1
"-1514048480856165400",-1514048480,856165400,1
"-15140484801612935201",-1514048480,1612935201,1
"-1514048480-2074081262",-1514048480,-2074081262,1
"-15140484801329505309",-1514048480,1329505309,1
"-1514048480-587913198",-1514048480,-587913198,1
"-1514048480-2048203758",-1514048480,-2048203758,1
"-1514048480-1570044910",-1514048480,-1570044910,1
"-15140484801348172832",-1514048480,1348172832,1
"-1514048480-615263203",-1514048480,-615263203,1
"-15140484801308590097",-1514048480,1308590097,1
"1612935201856165400",1612935201,856165400,1
"1612935201-1514048480",1612935201,-1514048480,1
"16129352011329505309",1612935201,1329505309,1
"1612935201-587913198",1612935201,-587913198,1
"1612935201-2048203758",1612935201,-2048203758,1
"1612935201-1570044910",1612935201,-1570044910,1
"16129352011348172832",1612935201,1348172832,1
"1612935201-615263203",1612935201,-615263203,1
"16129352011308590097",1612935201,1308590097,1
"-2074081262856165400",-2074081262,856165400,1
"-2074081262-1514048480",-2074081262,-1514048480,1
"-20740812621329505309",-2074081262,1329505309,1
"-2074081262-587913198",-2074081262,-587913198,1
"-2074081262-2048203758",-2074081262,-2048203758,1
"-2074081262-1570044910",-2074081262,-1570044910,1
"-20740812621348172832",-2074081262,1348172832,1
"-2074081262-615263203",-2074081262,-615263203,1
"-20740812621308590097",-2074081262,1308590097,1
"1329505309856165400",1329505309,856165400,1
"1329505309-1514048480",1329505309,-1514048480,1
"13295053091612935201",1329505309,1612935201,1
"1329505309-2074081262",1329505309,-2074081262,1
"1329505309-587913198",1329505309,-587913198,1
"1329505309-2048203758",1329505309,-2048203758,1
"1329505309-1570044910",1329505309,-1570044910,1
"13295053091348172832",1329505309,1348172832,1
"1329505309-615263203",1329505309,-615263203,1
"13295053091308590097",1329505309,1308590097,1
"-587913198856165400",-587913198,856165400,1
"1612935201-2074081262",1612935201,-2074081262,1
"-20740812621612935201",-2074081262,1612935201,1
"-587913198-1514048480",-587913198,-1514048480,1
"-5879131981612935201",-587913198,1612935201,1
"-587913198-2074081262",-587913198,-2074081262,1
"-5879131981329505309",-587913198,1329505309,1
"-587913198-2048203758",-587913198,-2048203758,1
"-587913198-1570044910",-587913198,-1570044910,1
"-5879131981348172832",-587913198,1348172832,1
"-587913198-615263203",-587913198,-615263203,1
"-5879131981308590097",-587913198,1308590097,1
"-2048203758856165400",-2048203758,856165400,1
"-2048203758-1514048480",-2048203758,-1514048480,1
"-20482037581612935201",-2048203758,1612935201,1
"-2048203758-2074081262",-2048203758,-2074081262,1
"-20482037581329505309",-2048203758,1329505309,1
"-2048203758-587913198",-2048203758,-587913198,1
"-1570044910856165400",-1570044910,856165400,1
"-1570044910-1514048480",-1570044910,-1514048480,1
"-15700449101612935201",-1570044910,1612935201,1
"-1570044910-2074081262",-1570044910,-2074081262,1
"-15700449101329505309",-1570044910,1329505309,1
"-1570044910-587913198",-1570044910,-587913198,1
"1348172832856165400",1348172832,856165400,1
"1348172832-1514048480",1348172832,-1514048480,1
"13481728321612935201",1348172832,1612935201,1
"1348172832-2074081262",1348172832,-2074081262,1
"13481728321329505309",1348172832,1329505309,1
"1348172832-587913198",1348172832,-587913198,1
"-615263203856165400",-615263203,856165400,1
"-615263203-1514048480",-615263203,-1514048480,1
"-6152632031612935201",-615263203,1612935201,1
"-615263203-2074081262",-615263203,-2074081262,1
"-6152632031329505309",-615263203,1329505309,1
"-615263203-587913198",-615263203,-587913198,1
"1308590097856165400",1308590097,856165400,1
"1308590097-1514048480",1308590097,-1514048480,1
"13085900971612935201",1308590097,1612935201,1
"1308590097-2074081262",1308590097,-2074081262,1
"13085900971329505309",1308590097,1329505309,1
"1308590097-587913198",1308590097,-587913198,1
"856165400-541634540",856165400,-541634540,1
"856165400-1432267758",856165400,-1432267758,1
"8561654002143303700",856165400,2143303700,1
"8561654001198233632",856165400,1198233632,1
"-541634540856165400",-541634540,856165400,1
"-1432267758856165400",-1432267758,856165400,1
"2143303700856165400",2143303700,856165400,1
"1198233632856165400",1198233632,856165400,1
"-13907670801612935201",-1390767080,1612935201,1
"-1390767080691495956",-1390767080,691495956,1
"-13907670801411699744",-1390767080,1411699744,1
"-5416345402143303700",-541634540,2143303700,7
"-13907670801966532624",-1390767080,1966532624,1
"-13907670801966532634",-1390767080,1966532634,1
"-1432267758-541634540",-1432267758,-541634540,5
"-5416345401198233632",-541634540,1198233632,7
"-14322677581198233632",-1432267758,1198233632,7
"-442209194-541634540",-442209194,-541634540,1
"-442209194-1432267758",-442209194,-1432267758,1
"-4422091942143303700",-442209194,2143303700,1
"-4422091941831566419",-442209194,1831566419,1
"-4422091941198233632",-442209194,1198233632,1
"-4422091942097437722",-442209194,2097437722,1
"-541634540-442209194",-541634540,-442209194,1
"-1390767080-808020968",-1390767080,-808020968,1
"-1390767080-994272238",-1390767080,-994272238,1
"-5416345401831566419",-541634540,1831566419,1
"-1390767080-2074081264",-1390767080,-2074081264,1
"-5416345402097437722",-541634540,2097437722,1
"-1432267758-442209194",-1432267758,-442209194,1
"21433037001198233632",2143303700,1198233632,7
"-14322677581831566419",-1432267758,1831566419,1
"-1390767080-729167844",-1390767080,-729167844,1
"-14322677582097437722",-1432267758,2097437722,1
"2143303700-442209194",2143303700,-442209194,1
"2143303700-541634540",2143303700,-541634540,3
"21433037001831566419",2143303700,1831566419,1
"-13907670802066375698",-1390767080,2066375698,1
"21433037002097437722",2143303700,2097437722,1
"1831566419-442209194",1831566419,-442209194,1
"1831566419-541634540",1831566419,-541634540,1
"1831566419-1432267758",1831566419,-1432267758,1
"18315664192143303700",1831566419,2143303700,1
"18315664191198233632",1831566419,1198233632,1
"18315664192097437722",1831566419,2097437722,1
"1198233632-442209194",1198233632,-442209194,1
"1198233632-541634540",1198233632,-541634540,3
"1198233632-1432267758",1198233632,-1432267758,3
"11982336322143303700",1198233632,2143303700,3
"11982336321831566419",1198233632,1831566419,1
"11982336322097437722",1198233632,2097437722,1
"2097437722-442209194",2097437722,-442209194,1
"2097437722-541634540",2097437722,-541634540,1
"2097437722-1432267758",2097437722,-1432267758,1
"20974377222143303700",2097437722,2143303700,1
"20974377221831566419",2097437722,1831566419,1
"20974377221198233632",2097437722,1198233632,1
"1612935201-1390767080",1612935201,-1390767080,1
"16129352011411699744",1612935201,1411699744,1
"16129352011966532634",1612935201,1966532634,1
"1612935201-994272238",1612935201,-994272238,1
"1612935201-2074081264",1612935201,-2074081264,1
"691495956-1390767080",691495956,-1390767080,1
"6914959561411699744",691495956,1411699744,1
"6914959561966532634",691495956,1966532634,1
"691495956-994272238",691495956,-994272238,1
"691495956-2074081264",691495956,-2074081264,1
"14116997441612935201",1411699744,1612935201,1
"1411699744-1390767080",1411699744,-1390767080,1
"1411699744691495956",1411699744,691495956,1
"14116997441966532624",1411699744,1966532624,1
"14116997441966532634",1411699744,1966532634,1
"1411699744-808020968",1411699744,-808020968,1
"1411699744-994272238",1411699744,-994272238,1
"1411699744-2074081264",1411699744,-2074081264,1
"1411699744-729167844",1411699744,-729167844,1
"14116997442066375698",1411699744,2066375698,1
"1966532624-1390767080",1966532624,-1390767080,1
"19665326241411699744",1966532624,1411699744,1
"19665326241966532634",1966532624,1966532634,1
"1966532624-994272238",1966532624,-994272238,1
"1966532624-2074081264",1966532624,-2074081264,1
"19665326341612935201",1966532634,1612935201,1
"1966532634691495956",1966532634,691495956,1
"19665326341966532624",1966532634,1966532624,1
"1966532634-808020968",1966532634,-808020968,1
"1966532634-2074081264",1966532634,-2074081264,1
"1966532634-729167844",1966532634,-729167844,1
"-8080209681966532634",-808020968,1966532634,1
"-808020968-2074081264",-808020968,-2074081264,1
"-9942722381612935201",-994272238,1612935201,1
"-994272238691495956",-994272238,691495956,1
"-9942722381966532624",-994272238,1966532624,1
"-9942722381966532634",-994272238,1966532634,1
"-994272238-2074081264",-994272238,-2074081264,1
